study_accession	run_accession	instrument_model	sample_name	fastq_md5	fastq_ftp	species	citation	latitude	longitude	note
PRJNA268827	SRR1664898	Illumina HiSeq 2000	RK32	cca676c58e9134570a354192726ad4c8;f76692e15b16ddef0927c1fe56a7fdd7	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR166/008/SRR1664898/SRR1664898_1.fastq.gz;ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR166/008/SRR1664898/SRR1664898_2.fastq.gz	Capsella bursa-pastoris	Douglas et al. PNAS 2015	NA	NA	Reykjavik, Iceland; John Paul Foxe
PRJNA268827	SRR1665054	Illumina HiSeq 2000	5.16	2a19a0c47b816df6d0a65de3d100adf5;603882ff4fb79165ab26d673466bc2ea	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR166/004/SRR1665054/SRR1665054_1.fastq.gz;ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR166/004/SRR1665054/SRR1665054_2.fastq.gz	Capsella bursa-pastoris	Douglas et al. PNAS 2015	NA	NA	Valladolid, Spain; Santiago Gonzalez-Martinez
PRJNA268827	SRR1665062	Illumina HiSeq 2000	16.9	b5ee684ac920a451a9473c53e70c6768;00f87f16c65b04f3793ff169323289ae	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR166/002/SRR1665062/SRR1665062_1.fastq.gz;ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR166/002/SRR1665062/SRR1665062_2.fastq.gz	Capsella bursa-pastoris	Douglas et al. PNAS 2015	NA	NA	Nijmegen, The Netherlands; Koen Verhoeven
PRJNA268827	SRR1665063	Illumina HiSeq 2000	70.5	9fc4b733628836b41ae1845285365dfb;b6ed8a4e27bd8774be696f76a016dee9	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR166/003/SRR1665063/SRR1665063_1.fastq.gz;ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR166/003/SRR1665063/SRR1665063_2.fastq.gz	Capsella bursa-pastoris	Douglas et al. PNAS 2015	NA	NA	Artemida, Greece; Kate St. Onge
PRJNA268827	SRR1665067	Illumina HiSeq 2000	13.16	06b1be0160a85794d02261dbb1d6cdc6;a8b8e67de36483a0a58fa95a02f8fc19	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR166/007/SRR1665067/SRR1665067_1.fastq.gz;ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR166/007/SRR1665067/SRR1665067_2.fastq.gz	Capsella bursa-pastoris	Douglas et al. PNAS 2015	NA	NA	Krakow, Poland; Sandra Sherwood
PRJNA268827	SRR1665070	Illumina HiSeq 2000	39-12-28	d1df29144d28738a59bda852e84afbd0;ee86ae485d74911c5a2c5f8478d60b24	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR166/000/SRR1665070/SRR1665070_1.fastq.gz;ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR166/000/SRR1665070/SRR1665070_2.fastq.gz	Capsella bursa-pastoris	Douglas et al. PNAS 2015	NA	NA	Bacia, Italy; Kate St. Onge
PRJNA268827	SRR1665071	Illumina HiSeq 2000	VLA	0d8cb73d7b4f04154ddf13459bbee9d7;9811fc18e02902f97cb27a5634358a1c	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR166/001/SRR1665071/SRR1665071_1.fastq.gz;ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR166/001/SRR1665071/SRR1665071_2.fastq.gz	Capsella bursa-pastoris	Douglas et al. PNAS 2015	NA	NA	Vladivostok, Russia; Martin Lascoux
PRJNA268827	SRR1665072	Illumina HiSeq 2000	12.4	07f41b307e303e53685e021822a4708e;9968245c14c17bf32c7af9454814d02e	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR166/002/SRR1665072/SRR1665072_1.fastq.gz;ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR166/002/SRR1665072/SRR1665072_2.fastq.gz	Capsella bursa-pastoris	Douglas et al. PNAS 2015	NA	NA	Halle, Germany; Walter Durka
PRJNA268827	SRR1746837	Illumina HiSeq 2000	PL	ffbe01b50f592338c358b4d6d245d5d6;534b25810f10c82c99c5bc1260adca34	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR174/007/SRR1746837/SRR1746837_1.fastq.gz;ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR174/007/SRR1746837/SRR1746837_2.fastq.gz	Capsella bursa-pastoris	Douglas et al. PNAS 2015	NA	NA	Puli, Taiwan, China; Y.-W. Yang
PRJNA268827	SRR1751470	Illumina HiSeq 2000	SE14	af98a4a06705cafb3d190a76eba2bd2a;9c9f839b54fcfa046155ae89c1a84fb6	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR175/000/SRR1751470/SRR1751470_1.fastq.gz;ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR175/000/SRR1751470/SRR1751470_2.fastq.gz	Capsella bursa-pastoris	Douglas et al. PNAS 2015	NA	NA	Harnosand, Sweden; Svante Holm
PRJNA414494	SRR6179229	Illumina HiSeq 2000	BEJ3	73a21de1155f90c3a8dcf31212676216;ac1b9afc221fc99d1a2aaea76e1edfe6	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR617/009/SRR6179229/SRR6179229_1.fastq.gz;ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR617/009/SRR6179229/SRR6179229_2.fastq.gz	Capsella bursa-pastoris	Huang et al. New Phytologist 2018	48.33333333	87.11666667	
PRJNA414494	SRR6179230	Illumina HiSeq 2000	FY5	7552562749da4e520a95fd77f0d1be39;565880527c4e14e8c77a3eb6e20b6880	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR617/000/SRR6179230/SRR6179230_1.fastq.gz;ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR617/000/SRR6179230/SRR6179230_2.fastq.gz	Capsella bursa-pastoris	Huang et al. New Phytologist 2018	47.3	89.96666667	
PRJNA414494	SRR6179231	Illumina HiSeq 2000	TACH1	f047d58304cc101e98c0cda013c5ddb5;1f08b7f1f78ddc558803325aac82909e	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR617/001/SRR6179231/SRR6179231_1.fastq.gz;ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR617/001/SRR6179231/SRR6179231_2.fastq.gz	Capsella bursa-pastoris	Huang et al. New Phytologist 2018	47.06666667	83.01666667	
PRJNA414494	SRR6179232	Illumina HiSeq 2000	HRB138	3012e886efdc6c0a08c92fddf7538ac6;63deda8052dcf6786882e8d68759686d	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR617/002/SRR6179232/SRR6179232_1.fastq.gz;ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR617/002/SRR6179232/SRR6179232_2.fastq.gz	Capsella bursa-pastoris	Huang et al. New Phytologist 2018	45.75	126.6166667	
PRJNA414494	SRR6179233	Illumina HiSeq 2000	HRB135	6355052879451f864df728f0594ee5e0;ccb354845bf7a09bca577aefb90d6355	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR617/003/SRR6179233/SRR6179233_1.fastq.gz;ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR617/003/SRR6179233/SRR6179233_2.fastq.gz	Capsella bursa-pastoris	Huang et al. New Phytologist 2018	45.75	126.6166667	
PRJNA414494	SRR6179234	Illumina HiSeq 2000	QD325	db9a624f4f0040f9f0e337c5e35fda25;de01288cccc47b12368a21f3ebd2fe2b	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR617/004/SRR6179234/SRR6179234_1.fastq.gz;ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR617/004/SRR6179234/SRR6179234_2.fastq.gz	Capsella bursa-pastoris	Huang et al. New Phytologist 2018	36.08333333	120.3333333	
PRJNA414494	SRR6179235	Illumina HiSeq 2000	HD63	3f276912972d8fe48ec813a10e8f6cdd;cf89353783c61dd95b7701f8c9c009f5	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR617/005/SRR6179235/SRR6179235_1.fastq.gz;ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR617/005/SRR6179235/SRR6179235_2.fastq.gz	Capsella bursa-pastoris	Huang et al. New Phytologist 2018	36.6	114.4833333	
PRJNA414494	SRR6179236	Illumina HiSeq 2000	HF257	9b72b2d2f94001ac43e503f3e926535c;e0e282be9ff3f3848061b371381f6489	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR617/006/SRR6179236/SRR6179236_1.fastq.gz;ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR617/006/SRR6179236/SRR6179236_2.fastq.gz	Capsella bursa-pastoris	Huang et al. New Phytologist 2018	31.85	117.2833333	
PRJNA414494	SRR6179237	Illumina HiSeq 2000	NJN7	3d64da339cd1db2ccba1d9f8edd560e1;e04781a07271651601586532e45ec41d	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR617/007/SRR6179237/SRR6179237_1.fastq.gz;ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR617/007/SRR6179237/SRR6179237_2.fastq.gz	Capsella bursa-pastoris	Huang et al. New Phytologist 2018	32.05	118.7666667	
PRJNA414494	SRR6179238	Illumina HiSeq 2000	WH54	4ef1402eb9cb2f04c517a59d532ab264;649291bd54347793b69e6c8096a1935e	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR617/008/SRR6179238/SRR6179238_1.fastq.gz;ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR617/008/SRR6179238/SRR6179238_2.fastq.gz	Capsella bursa-pastoris	Huang et al. New Phytologist 2018	30.61666667	114.2666667	
PRJNA414494	SRR6179239	Illumina HiSeq 2000	SH7	8d23e251b710adee4762a0cfd3990714;97c2ea34a26de3c8b47b64ed1e8ccfb8	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR617/009/SRR6179239/SRR6179239_1.fastq.gz;ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR617/009/SRR6179239/SRR6179239_2.fastq.gz	Capsella bursa-pastoris	Huang et al. New Phytologist 2018	31.08333333	121.1833333	
PRJNA414494	SRR6179240	Illumina HiSeq 2000	HSH295	d53662559f4880a67ada6caff27b516d;70e11cdd3934f7518877729cbe54cd1a	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR617/000/SRR6179240/SRR6179240_1.fastq.gz;ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR617/000/SRR6179240/SRR6179240_2.fastq.gz	Capsella bursa-pastoris	Huang et al. New Phytologist 2018	30.2	115.0166667	
PRJNA414494	SRR6179241	Illumina HiSeq 2000	AQ415	04ea164c42bccfcde1591aa0bcaa89ac;bbd1a158b3e69bc39a50fd6ca9fc2519	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR617/001/SRR6179241/SRR6179241_1.fastq.gz;ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR617/001/SRR6179241/SRR6179241_2.fastq.gz	Capsella bursa-pastoris	Huang et al. New Phytologist 2018	30.51666667	117.0833333	
PRJNA414494	SRR6179242	Illumina HiSeq 2000	HuY3	3fdda0cf6dde96dd64f226950d44eda5;b66a216fbb614d493be5d63f2db7f9c5	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR617/002/SRR6179242/SRR6179242_1.fastq.gz;ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR617/002/SRR6179242/SRR6179242_2.fastq.gz	Capsella bursa-pastoris	Huang et al. New Phytologist 2018	36.68333333	101.25	
PRJNA414494	SRR6179243	Illumina HiSeq 2000	NE2	4ed56c87fda7bbb0b41857fd2c1ca86c;7b1750f7574a9e7a62600116828cb9ce	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR617/003/SRR6179243/SRR6179243_1.fastq.gz;ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR617/003/SRR6179243/SRR6179243_2.fastq.gz	Capsella bursa-pastoris	Huang et al. New Phytologist 2018	42.21666667	127.45	
PRJNA414494	SRR6179244	Illumina HiSeq 2000	JJN2	a90f5a6cd830d9df3721b184a075d503;8e89056766f2e2ccdd7e6d3adee36102	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR617/004/SRR6179244/SRR6179244_1.fastq.gz;ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR617/004/SRR6179244/SRR6179244_2.fastq.gz	Capsella bursa-pastoris	Huang et al. New Phytologist 2018	29.65	115.9833333	
PRJNA414494	SRR6179245	Illumina HiSeq 2000	LL761	dcc723c02a126c1290ebd423f6881250;9885fd8cc90a0b66e74f8352600651e5	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR617/005/SRR6179245/SRR6179245_1.fastq.gz;ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR617/005/SRR6179245/SRR6179245_2.fastq.gz	Capsella bursa-pastoris	Huang et al. New Phytologist 2018	29.95	94.8	
PRJNA414494	SRR6179246	Illumina HiSeq 2000	ZD31	32a403f20485599135b9290bba0a4008;34850af1b8f3046bf2dd667a642a6303	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR617/006/SRR6179246/SRR6179246_1.fastq.gz;ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR617/006/SRR6179246/SRR6179246_2.fastq.gz	Capsella bursa-pastoris	Huang et al. New Phytologist 2018	28.13333333	99.83333333	
PRJNA414494	SRR6179247	Illumina HiSeq 2000	LJH9	156e152866e2a2b644632055ae8ef471;69b3d541e8895b334540b1dfba43e210	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR617/007/SRR6179247/SRR6179247_1.fastq.gz;ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR617/007/SRR6179247/SRR6179247_2.fastq.gz	Capsella bursa-pastoris	Huang et al. New Phytologist 2018	28.36666667	99.01666667	
PRJNA414494	SRR6179248	Illumina HiSeq 2000	LJ5	ebc741a74b34b3be0696293d8a9c55d9;eaed9b7366eade5af7900f32d560c539	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR617/008/SRR6179248/SRR6179248_1.fastq.gz;ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR617/008/SRR6179248/SRR6179248_2.fastq.gz	Capsella bursa-pastoris	Huang et al. New Phytologist 2018	26.86666667	100.2	
PRJNA414494	SRR6179249	Illumina HiSeq 2000	ZD13	fa99657113d77a1b01c0ca7e76117bd6;e4456fb8168847d16eb9d3e62f6c0cec	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR617/009/SRR6179249/SRR6179249_1.fastq.gz;ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR617/009/SRR6179249/SRR6179249_2.fastq.gz	Capsella bursa-pastoris	Huang et al. New Phytologist 2018	27.83333333	99.73333333	
PRJNA414494	SRR6179250	Illumina HiSeq 2000	ZJ15	2ad50d32ce3ab56289b53b9f23eac839;9c03f48e9b3164dc7fd0396366038b34	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR617/000/SRR6179250/SRR6179250_1.fastq.gz;ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR617/000/SRR6179250/SRR6179250_2.fastq.gz	Capsella bursa-pastoris	Huang et al. New Phytologist 2018	26.56666667	105.55	
PRJNA414494	SRR6179251	Illumina HiSeq 2000	GY6	bfb822b6d4465a73c6af0ef8d691a912;2343e71fb7842da7c9feb5cee433a3ab	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR617/001/SRR6179251/SRR6179251_1.fastq.gz;ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR617/001/SRR6179251/SRR6179251_2.fastq.gz	Capsella bursa-pastoris	Huang et al. New Phytologist 2018	26.61666667	106.7166667	
PRJNA414494	SRR6179252	Illumina HiSeq 2000	FJ7	73ce321dc7d5150473e035fb3d725937;a348e0d2851eb1c05009cc004b654ca2	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR617/002/SRR6179252/SRR6179252_1.fastq.gz;ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR617/002/SRR6179252/SRR6179252_2.fastq.gz	Capsella bursa-pastoris	Huang et al. New Phytologist 2018	26.08333333	119.2333333	
PRJNA414494	SRR6179253	Illumina HiSeq 2000	YNHZ2	342e18940553f682f62bab114630c212;79c4747d5e0d0faaee6286a61111e7e7	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR617/003/SRR6179253/SRR6179253_1.fastq.gz;ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR617/003/SRR6179253/SRR6179253_2.fastq.gz	Capsella bursa-pastoris	Huang et al. New Phytologist 2018	26.23333333	103.2666667	
PRJNA422659	SRR6382382	Illumina HiSeq 2000	FR50	73ef0a42457ce50678c7047729e437da;c9b1f1258a52ade3e6d5e23d472caef8	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR638/002/SRR6382382/SRR6382382_1.fastq.gz;ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR638/002/SRR6382382/SRR6382382_2.fastq.gz	Capsella bursa-pastoris	Kryvokhyzha et al. PLoS Genetics 2019, https://doi.org/10.1371/journal.pgen.1008131, https://doi.org/10.1371/journal.pgen.1007949	48.08	7.37	
PRJNA422659	SRR6382383	Illumina HiSeq 2000	IRRU2	c50c97ed28c561825bc168d2f009b2fa;d7f7b4e524fbf780b3cae9cee09dded2	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR638/003/SRR6382383/SRR6382383_1.fastq.gz;ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR638/003/SRR6382383/SRR6382383_2.fastq.gz	Capsella bursa-pastoris	Kryvokhyzha et al. PLoS Genetics 2019, https://doi.org/10.1371/journal.pgen.1008131	NA	NA	
PRJNA422659	SRR6382384	Illumina HiSeq 2000	JO56	39d48e436abc604e6a15d94b01d916d7;3155b3525a0ab530e280b9227919b0b8	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR638/004/SRR6382384/SRR6382384_1.fastq.gz;ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR638/004/SRR6382384/SRR6382384_2.fastq.gz	Capsella bursa-pastoris	Kryvokhyzha et al. PLoS Genetics 2019, https://doi.org/10.1371/journal.pgen.1008131, https://doi.org/10.1371/journal.pgen.1007949	31.97	35.98	
PRJNA422659	SRR6382385	Illumina HiSeq 2000	BEL5	62b4c30ea0340e98ba33e1d13bef81ff;46ef06957ae0f8644551a181a6670d0f	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR638/005/SRR6382385/SRR6382385_1.fastq.gz;ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR638/005/SRR6382385/SRR6382385_2.fastq.gz	Capsella bursa-pastoris	Kryvokhyzha et al. PLoS Genetics 2019, https://doi.org/10.1371/journal.pgen.1008131	NA	NA	
PRJNA422659	SRR6382386	Illumina HiSeq 2000	AL87	9a1177ec2003d69dcd9f43ef82f80791;eb784073f46b6feb225c659718e1890c	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR638/006/SRR6382386/SRR6382386_1.fastq.gz;ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR638/006/SRR6382386/SRR6382386_2.fastq.gz	Capsella bursa-pastoris	Kryvokhyzha et al. PLoS Genetics 2019, https://doi.org/10.1371/journal.pgen.1008131, https://doi.org/10.1371/journal.pgen.1007949	35.45	7.96	
PRJNA422659	SRR6382387	Illumina HiSeq 2000	XN444	c7069aba1163dceeeebad7ec2fce6a0e;456232bfa9c6eb9f862e8e459f978d6e	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR638/007/SRR6382387/SRR6382387_1.fastq.gz;ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR638/007/SRR6382387/SRR6382387_2.fastq.gz	Capsella bursa-pastoris	Kryvokhyzha et al. PLoS Genetics 2019, https://doi.org/10.1371/journal.pgen.1008131	NA	NA	
PRJNA422659	SRR6382388	Illumina HiSeq 2000	DL174	37e5f26e7c96747b0e1305b90cad2630;b926c1f2b16bdbf8f0bc680bd6a1e586	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR638/008/SRR6382388/SRR6382388_1.fastq.gz;ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR638/008/SRR6382388/SRR6382388_2.fastq.gz	Capsella bursa-pastoris	Kryvokhyzha et al. PLoS Genetics 2019, https://doi.org/10.1371/journal.pgen.1008131, https://doi.org/10.1371/journal.pgen.1007949	38.56	121.35	
PRJNA422659	SRR6382389	Illumina HiSeq 2000	HJC419	b0312a09b6f392909aac14b670d4640f;e810ff9724f2c21fa3469c7022ce9228	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR638/009/SRR6382389/SRR6382389_1.fastq.gz;ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR638/009/SRR6382389/SRR6382389_2.fastq.gz	Capsella bursa-pastoris	Kryvokhyzha et al. PLoS Genetics 2019, https://doi.org/10.1371/journal.pgen.1008131	NA	NA	
PRJNA422659	SRR6382390	Illumina HiSeq 2000	GY37	ee3338352e78aa2dee1b47149f95475a;71fad4d790020920780efc237b2ce658	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR638/000/SRR6382390/SRR6382390_1.fastq.gz;ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR638/000/SRR6382390/SRR6382390_2.fastq.gz	Capsella bursa-pastoris	Kryvokhyzha et al. PLoS Genetics 2019, https://doi.org/10.1371/journal.pgen.1008131	NA	NA	
PRJNA422659	SRR6382391	Illumina HiSeq 2000	HY85	04fac49027780eef4086ae4761a51e75;ecc0871471112d05ce99b35821393ea0	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR638/001/SRR6382391/SRR6382391_1.fastq.gz;ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR638/001/SRR6382391/SRR6382391_2.fastq.gz	Capsella bursa-pastoris	Kryvokhyzha et al. PLoS Genetics 2019, https://doi.org/10.1371/journal.pgen.1008131	NA	NA	
PRJNA422659	SRR6382392	Illumina HiSeq 2000	HRB132	5c03adf0f3ab9a905942cb0443e517d7;f345d61e039c924a18201d71d526fb75	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR638/002/SRR6382392/SRR6382392_1.fastq.gz;ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR638/002/SRR6382392/SRR6382392_2.fastq.gz	Capsella bursa-pastoris	Kryvokhyzha et al. PLoS Genetics 2019, https://doi.org/10.1371/journal.pgen.1008131	NA	NA	
PRJNA422659	SRR6382393	Illumina HiSeq 2000	SE33	0a285141dd65420688c03749e700515a;405f8fa6d764a76d764871fd940d225d	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR638/003/SRR6382393/SRR6382393_1.fastq.gz;ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR638/003/SRR6382393/SRR6382393_2.fastq.gz	Capsella bursa-pastoris	Kryvokhyzha et al. PLoS Genetics 2019, https://doi.org/10.1371/journal.pgen.1008131, https://doi.org/10.1371/journal.pgen.1007949	56.15	13.77	
PRJNA422659	SRR6382394	Illumina HiSeq 2000	NJ219	e1aa14fa288958761db21d73054bb888;f720a786c16011ba4371bbc9cd4f89f1	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR638/004/SRR6382394/SRR6382394_1.fastq.gz;ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR638/004/SRR6382394/SRR6382394_2.fastq.gz	Capsella bursa-pastoris	Kryvokhyzha et al. PLoS Genetics 2019, https://doi.org/10.1371/journal.pgen.1008131, https://doi.org/10.1371/journal.pgen.1007949	32.03	118.46	
PRJNA422659	SRR6382395	Illumina HiSeq 2000	KMB206	419b7d704237ad18a8d204029cde8fa2;8f3bfb93cff176cbf4f0e1588d8d9265	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR638/005/SRR6382395/SRR6382395_1.fastq.gz;ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR638/005/SRR6382395/SRR6382395_2.fastq.gz	Capsella bursa-pastoris	Kryvokhyzha et al. PLoS Genetics 2019, https://doi.org/10.1371/journal.pgen.1008131	NA	NA	
PRJNA422659	SRR6382396	Illumina HiSeq 2000	JZH152	6c8afb100e9eadc3c1a3149525d89c1c;bc57432c8b4178b2ba37711bd75d5401	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR638/006/SRR6382396/SRR6382396_1.fastq.gz;ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR638/006/SRR6382396/SRR6382396_2.fastq.gz	Capsella bursa-pastoris	Kryvokhyzha et al. PLoS Genetics 2019, https://doi.org/10.1371/journal.pgen.1008131, https://doi.org/10.1371/journal.pgen.1007949	30.2	112.06	
PRJNA422659	SRR6382397	Illumina HiSeq 2000	TR73	da435b9c7b62c2072205f91727c99f6d;e923a03ec3df62425f971934878b8ec8	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR638/007/SRR6382397/SRR6382397_1.fastq.gz;ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR638/007/SRR6382397/SRR6382397_2.fastq.gz	Capsella bursa-pastoris	Kryvokhyzha et al. PLoS Genetics 2019, https://doi.org/10.1371/journal.pgen.1008131, https://doi.org/10.1371/journal.pgen.1007949	41.02	28.97	
PRJNA422659	SRR6382398	Illumina HiSeq 2000	TBS195	dffa579b9469fb273bd62db03384f150;e0ef932928a90bed83544cc00d378c73	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR638/008/SRR6382398/SRR6382398_1.fastq.gz;ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR638/008/SRR6382398/SRR6382398_2.fastq.gz	Capsella bursa-pastoris	Kryvokhyzha et al. PLoS Genetics 2019, https://doi.org/10.1371/journal.pgen.1008131	NA	NA	
PRJNA422659	SRR6382399	Illumina HiSeq 2000	STJ2	d07d172a7574dbc7e87a7ba1e5473f10;565e6a38d60b9ba9aa4f1b7bedc4a017	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR638/009/SRR6382399/SRR6382399_1.fastq.gz;ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR638/009/SRR6382399/SRR6382399_2.fastq.gz	Capsella bursa-pastoris	Kryvokhyzha et al. PLoS Genetics 2019, https://doi.org/10.1371/journal.pgen.1008131, https://doi.org/10.1371/journal.pgen.1007949	44.51	-1.21	
PRJNA422659	SRR6382400	Illumina HiSeq 2000	STA4	ffc018a771ad20a4c886d2242767e14c;7543f8f23983d5e13123545f6981a912	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR638/000/SRR6382400/SRR6382400_1.fastq.gz;ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR638/000/SRR6382400/SRR6382400_2.fastq.gz	Capsella bursa-pastoris	Kryvokhyzha et al. PLoS Genetics 2019, https://doi.org/10.1371/journal.pgen.1008131, https://doi.org/10.1371/journal.pgen.1007949	56.2	-2.47	
PRJNA422659	SRR6382401	Illumina HiSeq 2000	WAC5	32dd1db5d5da3a23ed111eea211d9445;f3f1e808e47fa2eaec1d7589206f5ea6	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR638/001/SRR6382401/SRR6382401_1.fastq.gz;ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR638/001/SRR6382401/SRR6382401_2.fastq.gz	Capsella bursa-pastoris	Kryvokhyzha et al. PLoS Genetics 2019, https://doi.org/10.1371/journal.pgen.1008131	NA	NA	
